post_id,title,event_num,match_text,snippet,type
25859,>>> A Super HERO,4,DODGEBALL 4,"...miss an event because of it], the schedule can always be altered. Poster Contest There will be a poster contest in the month of June, most likely for DODGEBALL 42. An official date has yet to be determined, but it is a good time to jot some ideas down. Everyone, even non-players, are eligible to enter.",missing_event
26633,>>> Hitting the PAVEMENT,4,DODGEBALL 4,"...all High School for this event. For those unaware, Kevin Megill has already bought two new dodgeballs. His efforts as always are greatly appreciated. DODGEBALL 40 There are only two weeks that seperate you, the dodgeball crew, from another milestone, ""ten"" event: DODGEBALL 40. DODGEBALL 40 will also take place...",missing_event
26633,>>> Hitting the PAVEMENT,4,DODGEBALL 4,"... as always are greatly appreciated. DODGEBALL 40 There are only two weeks that seperate you, the dodgeball crew, from another milestone, ""ten"" event: DODGEBALL 40. DODGEBALL 40 will also take place at Wall High School, starting a half-hour earlier than the normal time, at 6pm. As it has been preached time and ...",missing_event
26633,>>> Hitting the PAVEMENT,4,DODGEBALL 4,"... greatly appreciated. DODGEBALL 40 There are only two weeks that seperate you, the dodgeball crew, from another milestone, ""ten"" event: DODGEBALL 40. DODGEBALL 40 will also take place at Wall High School, starting a half-hour earlier than the normal time, at 6pm. As it has been preached time and again, those w...",missing_event
26633,>>> Hitting the PAVEMENT,4,DODGEBALL 4,"... ""ten"" event, they are considered to be favorites, especially among many veterans. The theme song, facts and stats, and much more are in preparation. DODGEBALL 40 is Saturday, May 20th.",missing_event
26890,>>> ONE Step CLOSER,4,DODGEBALL 4,"...tart time, there is no telling what can be expected come this Saturday night. Will the patterns continue or is a drastic change in store? ........... DODGEBALL 40 ... Coming to Wall High School, May 20th! Be there live at 6pm and be apart of all the excitement!",missing_event
27170,>>> DODGEBALL 40 Rundown,4,DODGEBALL 4,">>> DODGEBALL 40 Rundown DODGEBALL 40 >> This is a true milestone event, catapulting everyone into the summer months. In further preparation for such a huge event, a...",missing_event
27170,>>> DODGEBALL 40 Rundown,4,DODGEBALL 4,">>> DODGEBALL 40 Rundown DODGEBALL 40 >> This is a true milestone event, catapulting everyone into the summer months. In further preparation for such a huge event, a theme song has been ...",missing_event
27170,>>> DODGEBALL 40 Rundown,4,DODGEBALL 4,"..., has also participated in his share of events and has yet to form a team of his own. Those two are perhaps the favorites for the captains positions. DODGEBALL 40 is still a week away so anything can and will happen. >> Decorations are a big part of the festivities as the ""ten"" events have shown. Obviously, ex...",missing_event
27170,>>> DODGEBALL 40 Rundown,4,DODGEBALL 4,"... away so anything can and will happen. >> Decorations are a big part of the festivities as the ""ten"" events have shown. Obviously, expect the same at DODGEBALL 40. >> Attendance for all ""ten"" events has shown tremendous success. DODGEBALL X = 24 (10/28/05) DODGEBALL 20 = 37 (12/30/05) DODGEBALL 30 = 34 (03/12/...",missing_event
27170,>>> DODGEBALL 40 Rundown,4,DODGEBALL 4,"... categories will be released later in the week. >> Just adding to the hype, video taping has become a tradition since DODGEBALL 20. Will we see it at DODGEBALL 40? >> Dan Spengeman, the man responsible for video footage, is also in the process of creating a DODGEBALL 40 Mix CD. He previously helped John Tronol...",missing_event
27170,>>> DODGEBALL 40 Rundown,4,DODGEBALL 4,"...ion since DODGEBALL 20. Will we see it at DODGEBALL 40? >> Dan Spengeman, the man responsible for video footage, is also in the process of creating a DODGEBALL 40 Mix CD. He previously helped John Tronolone put one together for DODGEBALL 30, a CD which included many popular songs including the theme song for 3...",missing_event
27170,>>> DODGEBALL 40 Rundown,4,DODGEBALL 4,"...together for DODGEBALL 30, a CD which included many popular songs including the theme song for 30, Van Halen's ""Right Now"". No matter what happens at DODGEBALL 40, expect a successful and overall fun event. Wall High School hosts this colossal event starting a half-hour earlier than normal at 6pm. ____________...",missing_event
27170,>>> DODGEBALL 40 Rundown,4,DODGEBALL 4,"...ssal event starting a half-hour earlier than normal at 6pm. ________________________________________ DODGEBALL 39, despite the hype and build towards DODGEBALL 40, will also be a memorable extravaganza. Past history has shown that the ""ten"" events aren't the only true success stories. DODGEBALL 39 will set rec...",missing_event
27517,>>> At the EDGE,4,DODGEBALL 4,">>> At the EDGE The Next Big Thing The top of the mountain will be reached once again with the forthcoming event, DODGEBALL 40. Some categories for the awards are being released right here, right now! > The Classics: ""Most Intense"" and ""Powerhouse Thrower"" Awards > The secre...",missing_event
27517,>>> At the EDGE,4,DODGEBALL 4,"... that was not given out at DODGEBALL 30 > A brand new award abbreviated ""W.W.W."" Obviously, plenty more awards will be included in the celebration of DODGEBALL 40. For now, feast your eyes on the 3-hour plus journey known as DODGEBALL 39 ... Recording ""Artists"" > Attendance: 29 > Biggest Returns: Mark Entwistl...",missing_event
27517,>>> At the EDGE,4,DODGEBALL 4,"... overlooked, eliminating by the masses using her very sneaky approach to the line. The Future on the Road to 50! The entire first half of ""Season V"": DODGEBALL 41: Saturday, May 27th (6:30pm, WHS) DODGEBALL 42: Sunday, June 4th (3pm, ORP) DODGEBALL 43: Sunday, June 11th (3pm, ORP) DODGEBALL 44: Saturday, June ...",missing_event
27517,>>> At the EDGE,4,DODGEBALL 4,"...r very sneaky approach to the line. The Future on the Road to 50! The entire first half of ""Season V"": DODGEBALL 41: Saturday, May 27th (6:30pm, WHS) DODGEBALL 42: Sunday, June 4th (3pm, ORP) DODGEBALL 43: Sunday, June 11th (3pm, ORP) DODGEBALL 44: Saturday, June 17th (6:30pm, WHS) DODGEBALL 45: Saturday, June...",missing_event
27517,>>> At the EDGE,4,DODGEBALL 4,"...ture on the Road to 50! The entire first half of ""Season V"": DODGEBALL 41: Saturday, May 27th (6:30pm, WHS) DODGEBALL 42: Sunday, June 4th (3pm, ORP) DODGEBALL 43: Sunday, June 11th (3pm, ORP) DODGEBALL 44: Saturday, June 17th (6:30pm, WHS) DODGEBALL 45: Saturday, June 24th (6:30pm, WHS) ...... DODGEBALL 50: S...",missing_event
27517,>>> At the EDGE,4,DODGEBALL 4,"...lf of ""Season V"": DODGEBALL 41: Saturday, May 27th (6:30pm, WHS) DODGEBALL 42: Sunday, June 4th (3pm, ORP) DODGEBALL 43: Sunday, June 11th (3pm, ORP) DODGEBALL 44: Saturday, June 17th (6:30pm, WHS) DODGEBALL 45: Saturday, June 24th (6:30pm, WHS) ...... DODGEBALL 50: Sunday, July 30th (1pm: ORP) As always, the ...",missing_event
27517,>>> At the EDGE,4,DODGEBALL 4,"...th (6:30pm, WHS) DODGEBALL 42: Sunday, June 4th (3pm, ORP) DODGEBALL 43: Sunday, June 11th (3pm, ORP) DODGEBALL 44: Saturday, June 17th (6:30pm, WHS) DODGEBALL 45: Saturday, June 24th (6:30pm, WHS) ...... DODGEBALL 50: Sunday, July 30th (1pm: ORP) As always, the schedule can be altered. If you have a birthday ...",missing_event
27517,>>> At the EDGE,4,DODGEBALL 4,"...e know as soon as possible so that the change can be made. ""Season 4"" comes to a close this coming Saturday night at Wall High School. Start time for DODGEBALL 40 is at 6pm .",missing_event
28605,>>> V for FIVE,4,DODGEBALL 4,"...ly anticipated event of the summer, DODGEBALL 50. ________________________________________ _____ Coming off the heels of the phenomenal DODGEBALL XL, DODGEBALL 41 will begin what is already looking to be the most crucial and important season of all time. Already, Season V is looking pretty impressive: DODGEBAL...",missing_event
28605,>>> V for FIVE,4,DODGEBALL 4,"...GEBALL 41 will begin what is already looking to be the most crucial and important season of all time. Already, Season V is looking pretty impressive: DODGEBALL 41: Saturday, May 27th (6:30pm, WHS) DODGEBALL 42: Sunday, June 4th (3pm, ORP) DODGEBALL 43: Sunday, June 11th (3pm, ORP) DODGEBALL 44: Saturday, June ...",missing_event
28605,>>> V for FIVE,4,DODGEBALL 4,"... be the most crucial and important season of all time. Already, Season V is looking pretty impressive: DODGEBALL 41: Saturday, May 27th (6:30pm, WHS) DODGEBALL 42: Sunday, June 4th (3pm, ORP) DODGEBALL 43: Sunday, June 11th (3pm, ORP) DODGEBALL 44: Saturday, June 17th (6:30pm, WHS) DODGEBALL 45: Saturday, June...",missing_event
28605,>>> V for FIVE,4,DODGEBALL 4,"...of all time. Already, Season V is looking pretty impressive: DODGEBALL 41: Saturday, May 27th (6:30pm, WHS) DODGEBALL 42: Sunday, June 4th (3pm, ORP) DODGEBALL 43: Sunday, June 11th (3pm, ORP) DODGEBALL 44: Saturday, June 17th (6:30pm, WHS) DODGEBALL 45: Saturday, June 24th (6:30pm, WHS) The road begins again....",missing_event
28605,>>> V for FIVE,4,DODGEBALL 4,"...retty impressive: DODGEBALL 41: Saturday, May 27th (6:30pm, WHS) DODGEBALL 42: Sunday, June 4th (3pm, ORP) DODGEBALL 43: Sunday, June 11th (3pm, ORP) DODGEBALL 44: Saturday, June 17th (6:30pm, WHS) DODGEBALL 45: Saturday, June 24th (6:30pm, WHS) The road begins again. For now, enjoy the time given with nine ev...",missing_event
28605,>>> V for FIVE,4,DODGEBALL 4,"...th (6:30pm, WHS) DODGEBALL 42: Sunday, June 4th (3pm, ORP) DODGEBALL 43: Sunday, June 11th (3pm, ORP) DODGEBALL 44: Saturday, June 17th (6:30pm, WHS) DODGEBALL 45: Saturday, June 24th (6:30pm, WHS) The road begins again. For now, enjoy the time given with nine events leading up to the big ""Five O"". As past eve...",missing_event
28605,>>> V for FIVE,4,DODGEBALL 4,"...ge from ""Not JUST a Game"" is taken from this event. > DODGEBALL XXX-ONE saw the debut of Prison Ball, due mainly to the record low attedance of 12. > DODGEBALL 41 ... May 27th, 2006 ... Wall High School ... 6:30pm Start time. ________________________________________ _____ Poster Contest for DODGEBALL 43! The p...",missing_event
28605,>>> V for FIVE,4,DODGEBALL 4,"...f 12. > DODGEBALL 41 ... May 27th, 2006 ... Wall High School ... 6:30pm Start time. ________________________________________ _____ Poster Contest for DODGEBALL 43! The poster contest originally scheduled for DODGEBALL 42 will be pushed back for DODGEBALL 43 on June 11th. The reason for the change is to simply ...",missing_event
28605,>>> V for FIVE,4,DODGEBALL 4,"...ol ... 6:30pm Start time. ________________________________________ _____ Poster Contest for DODGEBALL 43! The poster contest originally scheduled for DODGEBALL 42 will be pushed back for DODGEBALL 43 on June 11th. The reason for the change is to simply give contestants more time to submit a poster. Remember, y...",missing_event
28605,>>> V for FIVE,4,DODGEBALL 4,"..._____________________________ _____ Poster Contest for DODGEBALL 43! The poster contest originally scheduled for DODGEBALL 42 will be pushed back for DODGEBALL 43 on June 11th. The reason for the change is to simply give contestants more time to submit a poster. Remember, you can submit as many posters as you'...",missing_event
28902,>>> Can ANYBODY Stop Him?,4,DODGEBALL 4,"...t. Joe Kelly's Destruction: DODGEBALL 38: Defeated Sara DeCuir, 5-3 DODGEBALL 39: Defeated Ryan Letsche, 7-3 DODGEBALL XL: Defeated Travis Mills, 8-2 DODGEBALL 41: Who's Next? *To be on the safe side, if Joe does not attend DODGEBALL 41, two new captains will be mutually agreed upon.* As for DODGEBALL 42, a re...",missing_event
28902,>>> Can ANYBODY Stop Him?,4,DODGEBALL 4,"...ALL 39: Defeated Ryan Letsche, 7-3 DODGEBALL XL: Defeated Travis Mills, 8-2 DODGEBALL 41: Who's Next? *To be on the safe side, if Joe does not attend DODGEBALL 41, two new captains will be mutually agreed upon.* As for DODGEBALL 42, a return ""home"" is in store for Sunday, June 4th, starting at 3pm. It will be ...",missing_event
28902,>>> Can ANYBODY Stop Him?,4,DODGEBALL 4,"...s, 8-2 DODGEBALL 41: Who's Next? *To be on the safe side, if Joe does not attend DODGEBALL 41, two new captains will be mutually agreed upon.* As for DODGEBALL 42, a return ""home"" is in store for Sunday, June 4th, starting at 3pm. It will be the first Ocean Road Park event since DODGEBALL 38 and already, a sur...",missing_event
28902,>>> Can ANYBODY Stop Him?,4,DODGEBALL 4,"...h, starting at 3pm. It will be the first Ocean Road Park event since DODGEBALL 38 and already, a surprise is in store. The ""dice"" return ... For now, DODGEBALL 41 explodes at Wall High School starting at 6:30. After the minor controversy at the conclusion of DODGEBALL XL, some new rules to make the games go qu...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"...ns the next. The very first event in what is arguably the most significant season, Season V, can not be summed up in a short parapraph. The events of DODGEBALL 41 will forever be remembered ... The Captains Crown: Derek Carty challenges Joe Kelly! Joe Kelly has been unstoppable ever since he first became capta...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"..., Ryan Letsche, and Travis Mills. It was often questioned who his next challenger would be after his victory over ""Maniac"" Mills. As the build-up for DODGEBALL 41 began, only one man spoke up, challenging ""Most Intense"" award winner Kelly. That man is unquestionably one of the most recognized and certainly gif...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"...ht was Jamie Gumann. She perhaps used her silence to silence her opposition, most notably the legendary Kevin Fitzpatrick catching two of his throws. DODGEBALL 41 main catcher was without a doubt Steve Adams. His many taunts, as well as wildly running to the front, perhaps caused a bit of confusion in his oppo...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"...and stamina is rarely seen among many, two attributes that have kept her at the top. With a good number of hits and grabs, she played a major role at DODGEBALL 41. Chris Luich (sp) stepped onto the dodgeball playing grounds for the first time and immediately established a very respected reputation for himself....",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"...remely powerful arm and glue-like hands, he kept many enemies off the court. Kevin Fitzpatrick, certainly a key player in the success of Joe Kelly at DODGEBALL 41, has been a heavy-hitter since day one. Most recognized for his forceful throws, the quick and agile veteran caught his share of dodge balls too. De...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"...taking a bad bump"". Fitz as always showed his true strength, resuming play in just seconds. ""The King of Captains"" Joe Kelly also took a spill during DODGEBALL 41, as an attempt to dodge a ball left his ankle in bad shape. Thankfully, he did not seriously injure himself and he continued the fight against Derek...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"... the attendance was a new female participation record of 13. The previous record stood at 11 at the historic DODGEBALL 20. > Joe Kelly's record after DODGEBALL 41 is now an unmatched 4-0, beginning at ORP event, DODGEBALL 38. Derek Carty, despite a solid attendance record, had only previously been captain one ...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"... DODGEBALL XIV, he lost to Ben Cotta 7 to 2. Derek's record is now 0-2. > ""Dark"" Dodgeball, one of the less known game-types if you will, returned at DODGEBALL 41 as the main court lights shut off at 11 o'clock during the tie-breaker match. ""Dark"" Dodgeball, for those unaware, was created at DODGEBALL 17. .......",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"...s the main court lights shut off at 11 o'clock during the tie-breaker match. ""Dark"" Dodgeball, for those unaware, was created at DODGEBALL 17. ...... DODGEBALL 41 ... Literally, the Largest Event Ever. DODGEBALL 42: Who's Next? DODGEBALL 41 shattered three all-time records. Its successor is perhaps high in exp...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"...g the tie-breaker match. ""Dark"" Dodgeball, for those unaware, was created at DODGEBALL 17. ...... DODGEBALL 41 ... Literally, the Largest Event Ever. DODGEBALL 42: Who's Next? DODGEBALL 41 shattered three all-time records. Its successor is perhaps high in expectation. Whatever the case, DODGEBALL 42 is approac...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"...Dark"" Dodgeball, for those unaware, was created at DODGEBALL 17. ...... DODGEBALL 41 ... Literally, the Largest Event Ever. DODGEBALL 42: Who's Next? DODGEBALL 41 shattered three all-time records. Its successor is perhaps high in expectation. Whatever the case, DODGEBALL 42 is approaching fast. Joe Kelly at DO...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"...Event Ever. DODGEBALL 42: Who's Next? DODGEBALL 41 shattered three all-time records. Its successor is perhaps high in expectation. Whatever the case, DODGEBALL 42 is approaching fast. Joe Kelly at DODGEBALL 41 solidified himself as the most successful captain of all-time. He has defeated four of the biggest na...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"... 41 shattered three all-time records. Its successor is perhaps high in expectation. Whatever the case, DODGEBALL 42 is approaching fast. Joe Kelly at DODGEBALL 41 solidified himself as the most successful captain of all-time. He has defeated four of the biggest names ever, in succession. His next opponent is o...",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"... His next opponent is one of the most gifted and yet younger players, having never missed an event. The challenge was layed-down at the conclusion of DODGEBALL 41 and the match has been set: JOE KELLY vs. LENNY HERRERA DODGEBALL 42 Sunday, June 4th, 2006 Ocean Road Park 3pm Start Time Can Joe make it 5-0?",missing_event
29108,>>> WORLD WAR III,4,DODGEBALL 4,"... having never missed an event. The challenge was layed-down at the conclusion of DODGEBALL 41 and the match has been set: JOE KELLY vs. LENNY HERRERA DODGEBALL 42 Sunday, June 4th, 2006 Ocean Road Park 3pm Start Time Can Joe make it 5-0?",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...tain in Joe Kelly who refuses to lose despite the stiff competition. If there is one event where the expectations couldn't be any higher, it would be DODGEBALL 42. - - - - - - - - - - - The Main Event: Joe Kelly defends against Lenny Herrera! - - - - - - - - - - - DODGEBALL 42 heads back to the birth place of ...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...ouldn't be any higher, it would be DODGEBALL 42. - - - - - - - - - - - The Main Event: Joe Kelly defends against Lenny Herrera! - - - - - - - - - - - DODGEBALL 42 heads back to the birth place of Joe Kelly's four event undefeated streak as captain. Much like the weeks prior, he meets his match once again in ""h...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...eak as captain. Much like the weeks prior, he meets his match once again in ""hot hands"" catcher Lenny Herrera. Lenny certainly played a major role at DODGEBALL 41. His many catches during the match, along with apparent catching partner Steve Adams, almost lead Derek Carty to defeat the mighty Kelly. As it is k...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...aight win as captain. Can Lenny dethrone ""The King of Captains""? Or will Joe's reign of terror on the dodgeball world continue? - - - - - - - - - - - DODGEBALL 43: A Preview before the The Preview - - - - - - - - - - - As the weeks progress, it is often wondered who the next set of challengers will be to take ...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...dered who the next set of challengers will be to take on the captains champion. For all hopefulls, if you would like a shot at either Joe or Lenny at DODGEBALL 43 (whomever the champion may be), let yourself be heard! Both Derek and Lenny took the initiative and stepped up, wanting a crack at the reigning four...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...ng a crack at the reigning four-time champion. If there are numerous challengers, then the champion can always make the choice. - - - - - - - - - - - DODGEBALL 43 Poster Contest - - - - - - - - - - - What do DODGEBALL 17, DODGEBALL TWENTY-SIX, and DODGEBALL 29 have in common? Pretty easy question if you just r...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...n-one in the ""Ultimate Poster Contest"" for DODGEBALL 29, where Justin came out the victor. The next of these fun contests is for the June 11th event, DODGEBALL 43. Posters should be in no later than June 5th. This will allow the contest to start immediately following DODGEBALL 42. You can enter as many posters...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...sts is for the June 11th event, DODGEBALL 43. Posters should be in no later than June 5th. This will allow the contest to start immediately following DODGEBALL 42. You can enter as many posters as you'd like. Send in your designs to Undertaker13yrs@aol.com. Good luck to all! Just a reminder, DODGEBALL 43 takes...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...lowing DODGEBALL 42. You can enter as many posters as you'd like. Send in your designs to Undertaker13yrs@aol.com. Good luck to all! Just a reminder, DODGEBALL 43 takes place at Ocean Road Park starting at 3pm. - - - - - - - - - - - Quick Schedule - - - - - - - - - - - DODGEBALL 43 Sunday, June 11th, 2006 Ocea...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...luck to all! Just a reminder, DODGEBALL 43 takes place at Ocean Road Park starting at 3pm. - - - - - - - - - - - Quick Schedule - - - - - - - - - - - DODGEBALL 43 Sunday, June 11th, 2006 Ocean Road Park at 3pm DODGEBALL 44 Saturday, June 17th,2006 Wall High School at 6:30pm DODGEBALL 45 Saturday, June 24th, 20...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...ean Road Park starting at 3pm. - - - - - - - - - - - Quick Schedule - - - - - - - - - - - DODGEBALL 43 Sunday, June 11th, 2006 Ocean Road Park at 3pm DODGEBALL 44 Saturday, June 17th,2006 Wall High School at 6:30pm DODGEBALL 45 Saturday, June 24th, 2006 Wall High School at 6:30pm DODGEBALL 46 Friday, June 30th...",missing_event
29284,>>> COMBAT Evolved,4,DODGEBALL 4,"...le - - - - - - - - - - - DODGEBALL 43 Sunday, June 11th, 2006 Ocean Road Park at 3pm DODGEBALL 44 Saturday, June 17th,2006 Wall High School at 6:30pm DODGEBALL 45 Saturday, June 24th, 2006 Wall High School at 6:30pm DODGEBALL 46 Friday, June 30th, 2006 Wall High School at 6:30pm",missing_event
